frame_id,obj0_valid,obj0_class_norm,obj0_conf,obj0_dist_norm,obj0_lat_offset,obj0_width_norm,obj0_height_norm,obj0_lane_overlap,obj1_valid,obj1_class_norm,obj1_conf,obj1_dist_norm,obj1_lat_offset,obj1_width_norm,obj1_height_norm,obj1_lane_overlap,obj2_valid,obj2_class_norm,obj2_conf,obj2_dist_norm,obj2_lat_offset,obj2_width_norm,obj2_height_norm,obj2_lane_overlap,obj3_valid,obj3_class_norm,obj3_conf,obj3_dist_norm,obj3_lat_offset,obj3_width_norm,obj3_height_norm,obj3_lane_overlap,obj4_valid,obj4_class_norm,obj4_conf,obj4_dist_norm,obj4_lat_offset,obj4_width_norm,obj4_height_norm,obj4_lane_overlap,lane_r0c0,lane_r0c1,lane_r0c2,lane_r0c3,lane_r0c4,lane_r0c5,lane_r0c6,lane_r0c7,lane_r0c8,lane_r0c9,lane_r0c10,lane_r0c11,lane_r1c0,lane_r1c1,lane_r1c2,lane_r1c3,lane_r1c4,lane_r1c5,lane_r1c6,lane_r1c7,lane_r1c8,lane_r1c9,lane_r1c10,lane_r1c11,lane_r2c0,lane_r2c1,lane_r2c2,lane_r2c3,lane_r2c4,lane_r2c5,lane_r2c6,lane_r2c7,lane_r2c8,lane_r2c9,lane_r2c10,lane_r2c11,lane_r3c0,lane_r3c1,lane_r3c2,lane_r3c3,lane_r3c4,lane_r3c5,lane_r3c6,lane_r3c7,lane_r3c8,lane_r3c9,lane_r3c10,lane_r3c11,lane_r4c0,lane_r4c1,lane_r4c2,lane_r4c3,lane_r4c4,lane_r4c5,lane_r4c6,lane_r4c7,lane_r4c8,lane_r4c9,lane_r4c10,lane_r4c11,lane_r5c0,lane_r5c1,lane_r5c2,lane_r5c3,lane_r5c4,lane_r5c5,lane_r5c6,lane_r5c7,lane_r5c8,lane_r5c9,lane_r5c10,lane_r5c11,ego_steering,ego_throttle,scenario,target_steering,target_throttle
659,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00071,0.02406,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00649,0.10035,0.19640,0.12040,0.09004,0.08508,0.01044,0.00000,0.00000,0.00000,0.00000,0.15071,0.14658,0.00519,0.06055,0.17647,0.00000,0.01132,0.21421,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01185,0.22058,0.00000,0.00000,0.00000,0.09617,0.13308,0.00000,0.00000,0.00000,0.00000,0.00348,0.23833,0.00513,0.00000,0.00000,0.00000,0.00000,0.16167,0.06103,0.01598,0.09794,0.00000,0.00000,4,0.00000,0.00000
660,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00389,0.00000,0.02282,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00649,0.09823,0.19192,0.12081,0.09287,0.08579,0.01026,0.00000,0.00000,0.00000,0.00000,0.15071,0.14711,0.00501,0.06020,0.17718,0.00000,0.01132,0.21403,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01221,0.22111,0.00000,0.00000,0.00000,0.09581,0.13308,0.00000,0.00000,0.00000,0.00000,0.00348,0.23850,0.00495,0.00000,0.00000,0.00000,0.00000,0.16221,0.06067,0.02512,0.10719,0.00000,0.00000,4,0.00000,0.00000
661,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00454,0.00130,0.02724,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00708,0.11250,0.20991,0.12282,0.09198,0.08526,0.01061,0.00000,0.00000,0.00000,0.00000,0.15106,0.14693,0.00501,0.06026,0.17677,0.00000,0.01132,0.21439,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01291,0.22270,0.00000,0.00000,0.00000,0.09605,0.13355,0.00000,0.00000,0.00000,0.00000,0.00348,0.23921,0.00460,0.00000,0.00000,0.00000,0.00000,0.16203,0.06067,0.02140,0.10808,0.00000,0.00000,4,0.00000,0.00000
662,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00018,0.00018,0.02294,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00666,0.10230,0.19770,0.12070,0.09216,0.08508,0.01044,0.00000,0.00000,0.00000,0.00000,0.15083,0.14629,0.00519,0.05991,0.17659,0.00000,0.01132,0.21421,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01221,0.22199,0.00000,0.00000,0.00000,0.09605,0.13320,0.00000,0.00000,0.00000,0.00000,0.00348,0.23868,0.00531,0.00000,0.00000,0.00000,0.00000,0.16203,0.06050,0.01386,0.08998,0.00000,0.00000,4,0.00000,0.00000
663,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00035,0.00106,0.02683,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00666,0.09346,0.18703,0.12058,0.09357,0.08455,0.01026,0.00000,0.00000,0.00000,0.00000,0.15100,0.14593,0.00501,0.06038,0.17647,0.00000,0.01132,0.21403,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01185,0.22235,0.00000,0.00000,0.00000,0.09634,0.13325,0.00000,0.00000,0.00000,0.00000,0.00348,0.24080,0.00601,0.00000,0.00000,0.00000,0.00000,0.16203,0.06067,0.01545,0.09316,0.00000,0.00000,4,0.00000,0.00000
664,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00018,0.02565,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00649,0.09399,0.18897,0.11899,0.09145,0.08703,0.01061,0.00000,0.00000,0.00000,0.00000,0.15153,0.14664,0.00537,0.06038,0.17683,0.00000,0.01132,0.21403,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01291,0.22093,0.00000,0.00000,0.00000,0.09599,0.13325,0.00000,0.00000,0.00000,0.00000,0.00348,0.24098,0.00478,0.00000,0.00000,0.00000,0.00000,0.16274,0.06050,0.01191,0.09652,0.00000,0.00000,4,0.00000,0.00000
665,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00820,0.00489,0.02583,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00649,0.09912,0.20395,0.11869,0.09163,0.08579,0.01061,0.00000,0.00000,0.00000,0.00000,0.15083,0.14629,0.00537,0.06026,0.17783,0.00000,0.01132,0.21386,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01167,0.22288,0.00000,0.00000,0.00000,0.09658,0.13390,0.00000,0.00000,0.00000,0.00000,0.00348,0.24080,0.00584,0.00000,0.00000,0.00000,0.00000,0.16185,0.06067,0.00973,0.09463,0.00000,0.00000,4,0.00000,0.00000
666,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00619,0.00159,0.02034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00631,0.08461,0.17140,0.11763,0.09074,0.08473,0.01044,0.00000,0.00000,0.00000,0.00000,0.15035,0.14658,0.00537,0.06038,0.17647,0.00000,0.01132,0.21421,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01167,0.22199,0.00000,0.00000,0.00000,0.09617,0.13325,0.00000,0.00000,0.00000,0.00000,0.00348,0.23974,0.00566,0.00000,0.00000,0.00000,0.00000,0.16185,0.06050,0.01875,0.09835,0.00000,0.00000,4,0.00000,0.00000
667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00053,0.02353,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00666,0.10088,0.19245,0.12064,0.09375,0.08544,0.01061,0.00000,0.00000,0.00000,0.00000,0.15053,0.14693,0.00537,0.06002,0.17736,0.00000,0.01132,0.21386,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01167,0.22164,0.00000,0.00000,0.00000,0.09605,0.13373,0.00000,0.00000,0.00000,0.00000,0.00348,0.24080,0.00619,0.00000,0.00000,0.00000,0.00000,0.16167,0.06103,0.00991,0.09676,0.00000,0.00000,4,0.00000,0.00000
668,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01256,0.00230,0.02423,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00666,0.09858,0.18685,0.11545,0.09057,0.08650,0.01026,0.00000,0.00000,0.00000,0.00000,0.15088,0.14658,0.00501,0.06038,0.17754,0.00000,0.01132,0.21333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01167,0.22270,0.00000,0.00000,0.00000,0.09605,0.13302,0.00000,0.00000,0.00000,0.00000,0.00348,0.24116,0.00584,0.00000,0.00000,0.00000,0.00000,0.16132,0.06067,0.01274,0.09180,0.00000,0.00000,4,0.00000,0.00000
669,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00472,0.01050,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07353,0.25991,0.10884,0.20619,0.01999,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14917,0.05725,0.00000,0.16716,0.05926,0.00000,0.00024,0.11191,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14788,0.09287,0.00000,0.00000,0.00000,0.20118,0.01940,0.00000,0.00000,0.00000,0.00000,0.06981,0.11787,0.00000,0.00000,0.00000,0.00000,0.00330,0.21533,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00713,0.01392,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07830,0.25708,0.10183,0.20666,0.01946,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14929,0.05554,0.00000,0.16757,0.05849,0.00000,0.00035,0.11268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14929,0.09304,0.00000,0.00000,0.00000,0.19976,0.01958,0.00000,0.00000,0.00000,0.00000,0.06486,0.11663,0.00000,0.00000,0.00000,0.00000,0.00295,0.21692,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
671,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00295,0.01120,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07376,0.25932,0.10513,0.20566,0.02335,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14900,0.05725,0.00000,0.16893,0.05926,0.00000,0.00035,0.11268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14912,0.09269,0.00000,0.00000,0.00000,0.19976,0.01958,0.00000,0.00000,0.00000,0.00000,0.06787,0.11769,0.00000,0.00000,0.00000,0.00000,0.00295,0.21745,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
672,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00572,0.01374,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07565,0.25531,0.09971,0.20879,0.01963,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14982,0.05607,0.00000,0.17040,0.05884,0.00000,0.00035,0.11338,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14929,0.09287,0.00000,0.00000,0.00000,0.19976,0.02011,0.00000,0.00000,0.00000,0.00000,0.06645,0.11645,0.00000,0.00000,0.00000,0.00000,0.00277,0.21675,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
673,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01392,0.01598,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09369,0.25654,0.09906,0.20590,0.02176,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15053,0.05696,0.00000,0.16969,0.05884,0.00000,0.00035,0.11338,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14947,0.09251,0.00000,0.00000,0.00000,0.20083,0.01958,0.00000,0.00000,0.00000,0.00000,0.06309,0.11627,0.00000,0.00000,0.00000,0.00000,0.00295,0.21692,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
674,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00696,0.01409,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07630,0.25448,0.10041,0.21055,0.02070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.05643,0.00000,0.17005,0.05884,0.00000,0.00047,0.11327,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14876,0.09216,0.00000,0.00000,0.00000,0.20012,0.02011,0.00000,0.00000,0.00000,0.00000,0.06645,0.11645,0.00000,0.00000,0.00000,0.00000,0.00277,0.21657,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
675,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00283,0.01362,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07241,0.25961,0.10430,0.21038,0.01999,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15053,0.05643,0.00000,0.16987,0.05867,0.00000,0.00024,0.11226,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14912,0.09251,0.00000,0.00000,0.00000,0.19976,0.01975,0.00000,0.00000,0.00000,0.00000,0.06910,0.11627,0.00000,0.00000,0.00000,0.00000,0.00295,0.21657,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
676,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.01103,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05837,0.25224,0.10466,0.21020,0.02547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.05554,0.00000,0.16916,0.05831,0.00000,0.00059,0.11315,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14947,0.09269,0.00000,0.00000,0.00000,0.19994,0.01975,0.00000,0.00000,0.00000,0.00000,0.07052,0.11663,0.00000,0.00000,0.00000,0.00000,0.00295,0.21639,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
677,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00118,0.01067,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06321,0.25660,0.10360,0.21232,0.01999,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14965,0.05590,0.00000,0.16810,0.05761,0.00000,0.00059,0.11262,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14912,0.09269,0.00000,0.00000,0.00000,0.20029,0.01958,0.00000,0.00000,0.00000,0.00000,0.06787,0.11698,0.00000,0.00000,0.00000,0.00000,0.00277,0.21621,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
678,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.01309,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06474,0.25702,0.10307,0.21126,0.01999,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14912,0.05537,0.00000,0.16969,0.05867,0.00000,0.00035,0.11321,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14982,0.09269,0.00000,0.00000,0.00000,0.19994,0.01975,0.00000,0.00000,0.00000,0.00000,0.06663,0.11663,0.00000,0.00000,0.00000,0.00000,0.00295,0.21657,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00767,0.01462,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08025,0.26026,0.10047,0.19988,0.01857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.05696,0.00000,0.16969,0.05814,0.00000,0.00035,0.11268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14858,0.09251,0.00000,0.00000,0.00000,0.19976,0.01975,0.00000,0.00000,0.00000,0.00000,0.06521,0.11627,0.00000,0.00000,0.00000,0.00000,0.00277,0.21692,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
680,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00554,0.01374,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08149,0.25761,0.09906,0.20395,0.02264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15018,0.05572,0.00000,0.16969,0.05849,0.00000,0.00047,0.11309,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14965,0.09287,0.00000,0.00000,0.00000,0.20012,0.01993,0.00000,0.00000,0.00000,0.00000,0.05955,0.11645,0.00000,0.00000,0.00000,0.00000,0.00277,0.21639,0.00000,0.00000,0.00000,0.00000,0.00000,4,0.00000,0.00000
