frame_id,obj0_valid,obj0_class_norm,obj0_conf,obj0_dist_norm,obj0_lat_offset,obj0_width_norm,obj0_height_norm,obj0_lane_overlap,obj1_valid,obj1_class_norm,obj1_conf,obj1_dist_norm,obj1_lat_offset,obj1_width_norm,obj1_height_norm,obj1_lane_overlap,obj2_valid,obj2_class_norm,obj2_conf,obj2_dist_norm,obj2_lat_offset,obj2_width_norm,obj2_height_norm,obj2_lane_overlap,obj3_valid,obj3_class_norm,obj3_conf,obj3_dist_norm,obj3_lat_offset,obj3_width_norm,obj3_height_norm,obj3_lane_overlap,obj4_valid,obj4_class_norm,obj4_conf,obj4_dist_norm,obj4_lat_offset,obj4_width_norm,obj4_height_norm,obj4_lane_overlap,lane_r0c0,lane_r0c1,lane_r0c2,lane_r0c3,lane_r0c4,lane_r0c5,lane_r0c6,lane_r0c7,lane_r1c0,lane_r1c1,lane_r1c2,lane_r1c3,lane_r1c4,lane_r1c5,lane_r1c6,lane_r1c7,lane_r2c0,lane_r2c1,lane_r2c2,lane_r2c3,lane_r2c4,lane_r2c5,lane_r2c6,lane_r2c7,lane_r3c0,lane_r3c1,lane_r3c2,lane_r3c3,lane_r3c4,lane_r3c5,lane_r3c6,lane_r3c7,ego_steering,ego_throttle,scenario,target_steering,target_throttle
857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07579,0.09874,0.09316,0.04041,0.00000,0.00000,0.00000,0.00000,0.05778,0.11006,0.00000,0.00000,0.00024,0.00000,0.00000,0.00000,0.05700,0.00000,0.00000,0.00000,0.13113,0.00000,0.00000,0.00000,1.33333,0,0.00000,1.33333
858,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02319,0.14953,0.10228,0.09481,0.04631,0.00000,0.00000,0.00000,0.00000,0.05204,0.11085,0.00000,0.00000,0.02162,0.00000,0.00000,0.05495,0.09819,0.00000,0.00000,0.00000,0.06148,0.00000,0.00000,0.00000,1.33333,0,-0.90000,1.33333
859,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12005,0.08931,0.09528,0.05472,0.00000,0.00000,0.00000,0.00000,0.05417,0.10896,0.00000,0.00000,0.00000,0.00000,0.00000,0.07469,0.09638,0.00000,0.00000,0.00000,0.00000,0.00016,0.00000,-0.90000,1.33333,0,0.00000,1.33333
860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01368,0.15936,0.09253,0.09568,0.06022,0.00000,0.00000,0.00000,0.00000,0.04780,0.10259,0.00000,0.00503,0.00000,0.00000,0.00000,0.06690,0.09693,0.00000,0.00000,0.00000,0.00000,0.00204,0.00000,0.00000,1.33333,0,0.00000,1.33333
861,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01038,0.18821,0.09237,0.09638,0.06745,0.00000,0.00000,0.00000,0.00000,0.00252,0.13656,0.00000,0.00283,0.01840,0.03766,0.00000,0.01910,0.14929,0.00385,0.00000,0.00000,0.00000,0.07862,0.00668,0.00000,1.33333,0,0.00000,1.33333
862,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16706,0.11706,0.09583,0.10409,0.00008,0.00000,0.00000,0.00000,0.00000,0.10621,0.02366,0.00770,0.01871,0.04953,0.00000,0.00000,0.10794,0.05267,0.00000,0.00000,0.00000,0.03491,0.02193,0.00000,1.33333,0,0.00000,1.33333
863,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00212,0.16659,0.13459,0.09536,0.10024,0.01368,0.00000,0.00000,0.00000,0.00118,0.06643,0.03671,0.00000,0.03113,0.07642,0.00000,0.00000,0.07186,0.10212,0.00000,0.00000,0.00000,0.00951,0.10385,0.00000,1.33333,0,0.00000,1.33333
864,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01965,0.13325,0.14057,0.09403,0.09764,0.01981,0.00000,0.00000,0.00000,0.02932,0.03664,0.04544,0.00000,0.07414,0.02209,0.01234,0.00000,0.02932,0.13986,0.00000,0.00000,0.00000,0.00000,0.08601,0.00000,1.33333,0,0.00000,1.33333
865,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00259,0.17720,0.12201,0.09410,0.09096,0.02154,0.00000,0.00000,0.00000,0.04167,0.02264,0.03200,0.00000,0.11329,0.01242,0.01934,0.00000,0.00000,0.12862,0.03247,0.00000,0.00000,0.00000,0.05684,0.00000,1.33333,0,0.90000,1.33333
866,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14064,0.12877,0.09127,0.08939,0.02972,0.00000,0.00000,0.00000,0.05385,0.02854,0.00000,0.00000,0.08616,0.08986,0.00000,0.00000,0.00000,0.06730,0.07579,0.00000,0.00000,0.04214,0.00047,0.90000,1.33333,0,0.00000,1.33333
867,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12759,0.12083,0.09112,0.08553,0.03184,0.00000,0.00000,0.00000,0.08459,0.03632,0.00000,0.00000,0.07657,0.10857,0.00000,0.00000,0.00000,0.00000,0.07531,0.00000,0.00000,0.03357,0.11329,0.00000,1.33333,0,0.90000,1.33333
868,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02492,0.10975,0.08522,0.09182,0.09041,0.01486,0.00000,0.00000,0.05440,0.10236,0.00000,0.00000,0.00000,0.09560,0.09450,0.00000,0.00000,0.00000,0.00582,0.00503,0.00000,0.00000,0.04984,0.11022,0.90000,1.33333,0,0.90000,1.33333
869,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01297,0.06140,0.08695,0.09127,0.07917,0.00000,0.00000,0.00000,0.10676,0.08302,0.00000,0.00000,0.01604,0.11502,0.06462,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07925,0.08656,0.90000,1.33333,0,0.00000,1.33333
870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01164,0.08388,0.09009,0.09096,0.03915,0.00000,0.00000,0.00000,0.06973,0.00000,0.00000,0.00000,0.06219,0.12107,0.01785,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12579,0.03443,0.00000,1.33333,0,0.00000,1.33333
871,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02610,0.08978,0.08978,0.09245,0.00818,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00047,0.09874,0.10369,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02594,0.13703,0.00000,0.00000,1.33333,0,0.00000,1.33333
872,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04796,0.08805,0.09230,0.04638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04866,0.11046,0.05645,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07539,0.08443,0.00000,0.00000,1.33333,0,0.00000,1.33333
873,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06211,0.08884,0.09426,0.01824,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07799,0.11242,0.03939,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09465,0.06462,0.00000,0.00000,1.33333,0,-0.90000,1.33333
874,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06737,0.08671,0.08121,0.00016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01132,0.09937,0.11785,0.00668,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00063,0.12775,0.04292,0.00000,-0.90000,1.33333,0,-0.90000,1.33333
875,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03726,0.08923,0.04843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04709,0.10071,0.09654,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02618,0.13648,0.01486,0.00000,-0.90000,1.33333,0,0.00000,1.33333
876,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07075,0.08915,0.05252,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04269,0.09929,0.10142,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01903,0.13899,0.01659,0.01643,0.00000,1.33333,0,0.00000,1.33333
877,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08208,0.08577,0.07319,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01777,0.10126,0.11014,0.00818,0.00024,0.06085,0.00000,0.00000,0.00000,0.00000,0.00008,0.12854,0.04513,0.01093,0.00000,1.33333,0,0.00000,1.33333
878,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08074,0.08608,0.06777,0.00000,0.00000,0.00000,0.00000,0.00000,0.00472,0.00000,0.02068,0.10401,0.11226,0.00951,0.00000,0.00275,0.00000,0.00000,0.00000,0.00000,0.00000,0.12327,0.05480,0.00000,0.00000,1.33333,0,0.00000,1.33333
879,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07697,0.08844,0.06502,0.00000,0.00000,0.00000,0.00000,0.00000,0.01195,0.00000,0.02673,0.10692,0.10464,0.00086,0.00000,0.01116,0.00000,0.00000,0.00000,0.00000,0.00582,0.12925,0.04819,0.00000,0.00000,1.33333,0,-0.90000,1.33333
880,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08286,0.08679,0.06714,0.00000,0.00000,0.00000,0.00000,0.00000,0.00448,0.00000,0.02484,0.10763,0.09929,0.00000,0.00000,0.00047,0.00000,0.00000,0.00000,0.00000,0.01698,0.12964,0.04340,0.00000,-0.90000,1.33333,0,-0.90000,1.33333
881,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07280,0.08703,0.03294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05825,0.11093,0.06211,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06108,0.12720,0.00291,0.00000,-0.90000,1.33333,0,-0.90000,1.33333
882,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05330,0.09080,0.05802,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03349,0.10928,0.08239,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04693,0.12854,0.00118,0.00000,-0.90000,1.33333,0,-0.90000,1.33333
883,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07351,0.09465,0.08553,0.00377,0.00000,0.00000,0.00000,0.00000,0.09552,0.00000,0.00393,0.09843,0.11627,0.00047,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00660,0.14002,0.02256,0.00000,-0.90000,1.33333,0,0.00000,1.33333
884,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07437,0.09615,0.09473,0.01093,0.00000,0.00000,0.00000,0.00000,0.06863,0.03388,0.00063,0.08223,0.11989,0.01855,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11635,0.05275,0.00000,0.00000,1.33333,0,0.00000,1.33333
885,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03632,0.05244,0.09670,0.02665,0.00000,0.00000,0.00000,0.00000,0.00912,0.09064,0.00000,0.06667,0.11164,0.04961,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07838,0.09151,0.00000,0.00000,1.33333,0,0.00000,1.33333
886,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00086,0.10118,0.10016,0.03223,0.00000,0.00000,0.00000,0.00000,0.00000,0.10841,0.00000,0.06368,0.10794,0.06297,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06211,0.11274,0.00000,0.00000,1.33333,0,-0.90000,1.33333
887,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.09245,0.10220,0.02571,0.00000,0.00000,0.00000,0.00000,0.00000,0.13475,0.00000,0.07720,0.10896,0.05495,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07209,0.11313,0.00000,-0.90000,1.33333,0,-0.90000,1.33333
888,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00338,0.08121,0.10770,0.01329,0.00000,0.00000,0.00000,0.00000,0.00228,0.13121,0.00000,0.09473,0.10959,0.03986,0.00000,0.00000,0.00000,0.04434,0.00000,0.00000,0.00000,0.08939,0.08876,0.00000,-0.90000,1.33333,0,0.00000,1.33333
889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03239,0.10998,0.02586,0.00000,0.00000,0.00000,0.00000,0.00000,0.05590,0.00000,0.08278,0.10896,0.04347,0.00000,0.00000,0.00000,0.06706,0.00000,0.00000,0.00000,0.08231,0.10173,0.00000,0.00000,1.33333,0,0.00000,1.33333
890,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07146,0.08671,0.00000,0.00000,0.00000,0.00000,0.00000,0.01030,0.10197,0.02830,0.11761,0.05975,0.00000,0.00000,0.00000,0.00000,0.11714,0.00000,0.00000,0.05794,0.12414,0.02233,0.00000,1.33333,0,0.00000,1.33333
