frame_id,obj0_valid,obj0_class_norm,obj0_conf,obj0_dist_norm,obj0_lat_offset,obj0_width_norm,obj0_height_norm,obj0_lane_overlap,obj1_valid,obj1_class_norm,obj1_conf,obj1_dist_norm,obj1_lat_offset,obj1_width_norm,obj1_height_norm,obj1_lane_overlap,obj2_valid,obj2_class_norm,obj2_conf,obj2_dist_norm,obj2_lat_offset,obj2_width_norm,obj2_height_norm,obj2_lane_overlap,obj3_valid,obj3_class_norm,obj3_conf,obj3_dist_norm,obj3_lat_offset,obj3_width_norm,obj3_height_norm,obj3_lane_overlap,obj4_valid,obj4_class_norm,obj4_conf,obj4_dist_norm,obj4_lat_offset,obj4_width_norm,obj4_height_norm,obj4_lane_overlap,lane_r0c0,lane_r0c1,lane_r0c2,lane_r0c3,lane_r0c4,lane_r0c5,lane_r0c6,lane_r0c7,lane_r1c0,lane_r1c1,lane_r1c2,lane_r1c3,lane_r1c4,lane_r1c5,lane_r1c6,lane_r1c7,lane_r2c0,lane_r2c1,lane_r2c2,lane_r2c3,lane_r2c4,lane_r2c5,lane_r2c6,lane_r2c7,lane_r3c0,lane_r3c1,lane_r3c2,lane_r3c3,lane_r3c4,lane_r3c5,lane_r3c6,lane_r3c7,ego_steering,ego_throttle,scenario,target_steering,target_throttle
270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05456,0.08679,0.09088,0.09151,0.00755,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.11989,0.05833,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12689,0.02186,0.00079,0.00000,1.00000,0,0.00000,1.00000
271,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04945,0.08569,0.09064,0.08947,0.00197,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00417,0.12193,0.05338,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12673,0.02398,0.00252,0.00000,1.00000,0,0.00000,1.00000
272,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04112,0.08066,0.09057,0.08035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01769,0.12186,0.04520,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13153,0.01785,0.00731,0.00000,1.00000,0,0.00000,1.00000
273,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07579,0.07618,0.09041,0.06785,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02980,0.12005,0.03593,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13781,0.01305,0.00385,0.00000,1.00000,0,0.00000,1.00000
274,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07995,0.07343,0.08813,0.05448,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04379,0.12256,0.02901,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14347,0.00865,0.00417,0.00000,1.00000,0,0.00000,1.00000
275,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04167,0.08176,0.09151,0.03412,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06242,0.11973,0.01494,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15448,0.00307,0.00024,0.00000,1.00000,0,0.00000,1.00000
276,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04725,0.08695,0.09269,0.01706,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07728,0.12256,0.00314,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.15582,0.00000,0.00283,0.00000,1.00000,0,-0.90000,1.00000
277,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07980,0.08687,0.08734,0.00126,0.00000,0.00299,0.00000,0.00000,0.00000,0.00000,0.00653,0.09929,0.10684,0.00755,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02358,0.14002,0.00000,0.00000,-0.90000,1.00000,0,0.00000,1.00000
278,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08758,0.08829,0.07406,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02123,0.10401,0.09426,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04064,0.12099,0.00000,0.00000,0.00000,1.00000,0,0.00000,1.00000
279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08436,0.08915,0.07775,0.00000,0.00000,0.00495,0.00000,0.00000,0.00000,0.00000,0.01863,0.10228,0.09701,0.02382,0.04591,0.00000,0.00000,0.00000,0.00000,0.00000,0.03491,0.12987,0.00000,0.03223,0.00000,1.00000,0,-0.90000,1.00000
280,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08844,0.08231,0.07075,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02343,0.10291,0.09285,0.00000,0.07500,0.01085,0.00000,0.00000,0.00000,0.00000,0.03711,0.12618,0.00000,0.00000,-0.90000,1.00000,0,-0.90000,1.00000
281,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08192,0.08341,0.06164,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03349,0.10393,0.08577,0.00000,0.03899,0.03829,0.00000,0.00000,0.00000,0.00000,0.04513,0.11745,0.00000,0.05432,-0.90000,1.00000,0,0.00000,1.00000
282,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08404,0.08781,0.06486,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02799,0.10684,0.09096,0.00000,0.04465,0.07492,0.00000,0.00000,0.00000,0.00000,0.03404,0.13168,0.00000,0.03821,0.00000,1.00000,0,-0.90000,1.00000
283,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05794,0.08726,0.08003,0.00055,0.00000,0.00000,0.00000,0.00000,0.00354,0.00000,0.00951,0.10448,0.10660,0.00008,0.00000,0.04678,0.00000,0.00000,0.00000,0.00000,0.00904,0.14599,0.01101,0.00000,-0.90000,1.00000,0,-0.90000,1.00000
284,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02044,0.08947,0.08215,0.00102,0.00000,0.00000,0.00000,0.00000,0.00307,0.00000,0.00818,0.10550,0.10928,0.00055,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00676,0.14300,0.01863,0.00000,-0.90000,1.00000,0,-0.90000,1.00000
285,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04230,0.09049,0.08483,0.00362,0.00000,0.00000,0.00000,0.00000,0.02571,0.00000,0.00322,0.10181,0.11517,0.00118,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00519,0.13632,0.03215,0.00000,-0.90000,1.00000,0,0.00000,1.00000
286,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05810,0.09182,0.09064,0.01305,0.00000,0.00000,0.00000,0.00000,0.03514,0.00000,0.00000,0.08852,0.11926,0.00747,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00016,0.12201,0.05440,0.00000,0.00000,1.00000,0,0.00000,1.00000
287,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09536,0.09261,0.08923,0.02830,0.00000,0.00000,0.00000,0.00000,0.02469,0.00881,0.00000,0.07374,0.12280,0.01926,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10833,0.07602,0.00000,0.00000,1.00000,0,0.00000,1.00000
288,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09631,0.09292,0.09104,0.03954,0.00000,0.00000,0.00000,0.00000,0.02075,0.03750,0.00000,0.05810,0.11753,0.03357,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09245,0.08892,0.00000,0.00000,1.00000,0,0.00000,1.00000
289,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07594,0.09638,0.09159,0.03939,0.00000,0.00000,0.00000,0.00000,0.02665,0.04072,0.00000,0.05896,0.11682,0.03208,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09819,0.08208,0.00000,0.00000,1.00000,0,-0.90000,1.00000
290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06486,0.09662,0.09261,0.03766,0.00000,0.00000,0.00000,0.00000,0.03294,0.03719,0.00000,0.06077,0.11627,0.03050,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10031,0.07217,0.00000,-0.90000,1.00000,0,0.00000,1.00000
291,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08436,0.09811,0.09112,0.02728,0.00000,0.00000,0.00000,0.00000,0.05480,0.03679,0.00000,0.06981,0.11887,0.02358,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10943,0.05582,0.00000,0.00000,1.00000,0,0.00000,1.00000
292,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11706,0.09788,0.09458,0.03192,0.00000,0.00000,0.00000,0.00000,0.02909,0.05865,0.00000,0.06164,0.11564,0.03986,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09277,0.07476,0.00000,0.00000,1.00000,0,0.00000,1.00000
293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09851,0.09631,0.09725,0.03231,0.00000,0.00000,0.00000,0.00000,0.02272,0.07068,0.00000,0.06329,0.11557,0.04615,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08498,0.08388,0.00000,0.00000,1.00000,0,-0.90000,1.00000
294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09033,0.09662,0.09843,0.01965,0.00000,0.00000,0.00000,0.00000,0.03538,0.06533,0.00000,0.07728,0.11690,0.04049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08884,0.08247,0.00000,-0.90000,1.00000,0,0.00000,1.00000
295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09245,0.09803,0.09717,0.00574,0.00000,0.00000,0.00000,0.00000,0.05149,0.05621,0.00228,0.08978,0.11777,0.03019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09803,0.07437,0.00000,0.00000,1.00000,0,0.00000,1.00000
296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02484,0.07233,0.10016,0.01014,0.00000,0.00000,0.00000,0.00000,0.03310,0.08310,0.00039,0.08640,0.11399,0.03719,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08687,0.08601,0.00000,0.00000,1.00000,0,0.00000,1.00000
297,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01714,0.07767,0.09851,0.00959,0.00000,0.00000,0.00000,0.00000,0.02956,0.10464,0.00024,0.08781,0.11281,0.03774,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08852,0.08648,0.00000,0.00000,1.00000,0,0.00000,1.00000
298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00590,0.09198,0.09662,0.00071,0.00000,0.00000,0.00000,0.00000,0.05786,0.07075,0.00747,0.10346,0.11329,0.01895,0.00000,0.00000,0.00000,0.02398,0.00000,0.00000,0.00000,0.10920,0.06926,0.00000,0.00000,1.00000,0,-0.90000,1.00000
299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09929,0.09135,0.00000,0.00000,0.00000,0.00000,0.00000,0.09536,0.02846,0.01619,0.10747,0.11321,0.00574,0.00000,0.00000,0.00000,0.04505,0.00000,0.00000,0.00110,0.12524,0.05134,0.00000,-0.90000,1.00000,0,-0.90000,1.00000
300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09528,0.08121,0.00000,0.00000,0.00000,0.00000,0.00000,0.01808,0.00000,0.02516,0.10951,0.10291,0.00000,0.00000,0.00000,0.03876,0.00000,0.00000,0.00000,0.01274,0.13050,0.03656,0.00000,-0.90000,1.00000,0,0.00000,1.00000
301,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05904,0.10299,0.00008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00912,0.11478,0.10401,0.00000,0.00000,0.00000,0.02335,0.00967,0.00000,0.00000,0.01234,0.13042,0.04780,0.00000,0.00000,1.00000,0,0.00000,1.00000
302,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02531,0.11792,0.02783,0.00000,0.00000,0.00000,0.00000,0.00000,0.09182,0.00000,0.09175,0.11226,0.00016,0.00000,0.00000,0.00000,0.09953,0.00000,0.00000,0.00936,0.12296,0.06344,0.00000,0.00000,1.00000,0,-0.90000,1.00000
303,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01564,0.11887,0.03105,0.00000,0.00000,0.00000,0.00000,0.00000,0.09135,0.00000,0.09104,0.09992,0.00000,0.00000,0.00000,0.02083,0.10299,0.00000,0.00000,0.02469,0.12500,0.04725,0.00000,-0.90000,1.00000,0,0.00000,1.00000
