frame_id,timestamp,raw_steer,raw_thr,final_steer,final_thr,act_steer,act_thr,lane_detected,n_objects,scenario
108,1775827521.1630,+0.00483,0.04909,+0.00483,0.01718,+0.00483,0.01718,1,0,0
109,1775827521.3175,+0.00553,0.04720,+0.00553,0.01652,+0.00553,0.01652,1,0,0
110,1775827521.4432,+0.00518,0.04757,+0.00518,0.01665,+0.00518,0.01665,1,0,0
111,1775827521.5862,+0.00539,0.04669,+0.00539,0.01634,+0.00539,0.01634,1,0,0
112,1775827521.7783,+0.00506,0.04816,+0.00506,0.01686,+0.00506,0.01686,1,0,0
113,1775827521.9076,+0.00547,0.04761,+0.00547,0.01666,+0.00547,0.01666,1,0,0
114,1775827522.0476,+0.00540,0.04744,+0.00540,0.01660,+0.00540,0.01660,1,0,0
115,1775827522.1916,+0.00550,0.04693,+0.00550,0.01643,+0.00550,0.01643,1,0,0
116,1775827522.3720,+0.00526,0.04757,+0.00526,0.01665,+0.00526,0.01665,1,0,0
117,1775827522.5134,+0.00510,0.04795,+0.00510,0.01678,+0.00510,0.01678,1,0,0
118,1775827522.7511,+0.00550,0.04698,+0.00550,0.01644,+0.00550,0.01644,1,0,0
119,1775827522.8697,+0.00559,0.04634,+0.00559,0.01622,+0.00559,0.01622,1,0,0
